,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
364,"これは行かねばなるまい‼️
↓3月山口支部イベント
https://t.co/L7G5QeewEj

↓3月大阪支部イベントも宜しくお願い致します✨
https://t.co/yWKq3R1Ho3 https://t.co/qnxigDIRKJ",               3              3                         ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
365,RT @samajwadiparty: समाजवादी पार्टी के राष्ट्रीय अध्यक्ष एवं पूर्व मुख्यमंत्री श्री अखिलेश यादव ने कहा है कि भाजपा सरकार द्वारा किसानों पर…,                                                                                                                        ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
366,"MOH: Don't be choosy about which Covid-19 vaccine to receive https://t.co/9FpeouVTtp

📷 : Reuters https://t.co/Ssn4osnlAl",moh  don t be choosy about which covid 19 vaccine to receive        reuters  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
367,"RT @sc_lamb: #ToryGovt forced to admit that they do not subsidise Scotland.
#BelieveInScotland
#indyref2 https://t.co/B3oiiymEa5",  torygovt forced to admit that they do not subsidise scotland   believeinscotland  indyref2  ,-0.30000000000000004,0.2,negative,0.203,0.676,0.122,-0.296
368,Based on all the help #MarkZuckerberg gave Putin it would make perfect sense that he is a Russian Agent and working… https://t.co/cSGYMnHLoy,based on all the help  markzuckerberg gave putin it would make perfect sense that he is a russian agent and working   ,0.5,0.5,positive,0.0,0.738,0.262,0.7506
371,"Getting ads for ""Auckland Today"" a new Facebook page with almost 12,000 followers, but this website is mostly place… https://t.co/EawlhA8rcg",getting ads for  auckland today  a new facebook page with almost 12 000 followers  but this website is mostly place   ,0.3181818181818182,0.4772727272727273,neutral,0.0,1.0,0.0,0.0
372,"RT @DeporFinanzas: 📲🔵🔴 ¡@CCP1912oficial lideró el fútbol paraguayo en las principales plataformas digitales con 1,66 millones de interaccio…",        lider  el f tbol paraguayo en las principales plataformas digitales con 1 66 millones de interaccio ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
373,"RT @MarkPlackett1: Facebook damage?  #auspol 
https://t.co/i7sC6V1xhw", facebook damage    auspol   ,0.0,0.0,negative,0.615,0.385,0.0,-0.4939
374,"@theblaze In other words, people who make huge profits off the climate change agenda have worked out a deal with Facebook.",  in other words  people who make huge profits off the climate change agenda have worked out a deal with facebook ,0.13750000000000004,0.6375,positive,0.0,0.766,0.234,0.6369
375,"RT @WORLDMUSICAWARD: #BTS’s #JHope Makes Generous Charity Donation On His Birthday!👏👨‍🎤🌟👑💜
https://t.co/XeHfeVKeQe https://t.co/W1mx65e2K9",  bts s  jhope makes generous charity donation on his birthday            ,0.0,0.0,positive,0.0,0.534,0.466,0.7269
376,Watch this @tedcruz  press conference. Every minute. The end is the cherry on top of this shit sundae https://t.co/pPsvhchZWn,watch this    press conference  every minute  the end is the cherry on top of this shit sundae  ,0.15,0.65,negative,0.176,0.735,0.088,-0.4215
377,RT @NYCDEATHROWCATS: Princess is a friendly and affectionate kitty who was abandoned by her previous owner and a friend brought her to the…, princess is a friendly and affectionate kitty who was abandoned by her previous owner and a friend brought her to the ,0.10416666666666667,0.3333333333333333,positive,0.11,0.549,0.341,0.743
378,RT @JesusMesa: Los periodistas de todo el mundo deberíamos prestar mucha atención a lo que está ocurriendo en Australia con Google y Facebo…, los periodistas de todo el mundo deber amos prestar mucha atenci n a lo que est  ocurriendo en australia con google y facebo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
380,"RT @0xXrW4TT0CzuO4F: https://t.co/1r1BTcuP8J
【朗報】
拡散してください‼️😊",                   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
381,"RT @camillejourdain: Mais l’#InfluenceMarketing, ça marche bien sur #Instagram ? Est-ce que les influenceurs génèrent des ventes ?

➡️ 47 %…", mais l  influencemarketing   a marche bien sur  instagram   est ce que les influenceurs g n rent des ventes       47   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
382,@DeLuca_JD @Vince34359049 @see_em_ay_more @Cromaddo @AlboMP Facebook actually use those links in their news service… https://t.co/yHnfV6ZDx6,  jd     em ay more     facebook actually use those links in their news service   ,0.25,0.3,neutral,0.0,1.0,0.0,0.0
383,"Hago un llamado a todos los constituyentes independientes a disponer de mi espacio en Twitter, Facebook, Instagram… https://t.co/s3PoaMsD57",hago un llamado a todos los constituyentes independientes a disponer de mi espacio en twitter  facebook  instagram   ,0.0,0.0,positive,0.0,0.864,0.136,0.296
384,"RT @MartynMcL: The Faustian bargain between news providers and Facebook has never been of mutual benefit, and its preemptive strike against…", the faustian bargain between news providers and facebook has never been of mutual benefit  and its preemptive strike against ,0.0,0.0,positive,0.067,0.717,0.215,0.5106
385,"RT @allentien: #Facebook continues to be a #FakeWorld construction site 

https://t.co/O268HKAxLD

#SharedFacts",  facebook continues to be a  fakeworld construction site       sharedfacts,0.0,0.0,neutral,0.0,1.0,0.0,0.0
386,Shockwaves worldwide as Facebook turns off the news for Australia https://t.co/9mG4GQL1H7 https://t.co/g2FoXDI55p,shockwaves worldwide as facebook turns off the news for australia    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
390,"RT @itsa_talia: i saw a post from texas relief warriors, which is seeking volunteers, about how someone gave them their stove (because they…", i saw a post from texas relief warriors  which is seeking volunteers  about how someone gave them their stove  because they ,0.0,0.0,positive,0.0,0.853,0.147,0.4767
391,"EN DIRECTOOOOOOO!!!
https://t.co/hj0spZrBk7",en directooooooo     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
392,“A las 2 de la tarde ya se sabían los resultado de ROMÁN(...) el jugador volvió a realizarse los estudios y a parti… https://t.co/0BaIvtsvo6, a las 2 de la tarde ya se sab an los resultado de rom n      el jugador volvi  a realizarse los estudios y a parti   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
393,RT @THE_Russell: Morrison 'demands' that Google (which does pay tax) and Facebook pay tax. But makes no mention of Murdoch's News Ltd which…, morrison  demands  that google  which does pay tax  and facebook pay tax  but makes no mention of murdoch s news ltd which ,0.0,0.0,negative,0.224,0.776,0.0,-0.4939
394,https://t.co/Z9AEF6GicR #FairPayForNursing @theRCN - it’s time for nursing to be paid as the safety critical workfo… https://t.co/h5qoPbMjCR,   fairpayfornursing     it s time for nursing to be paid as the safety critical workfo   ,0.0,0.8,positive,0.143,0.683,0.174,0.128
395,RT @7NewsAustralia: Treasurer @JoshFrydenberg says @Facebook boss Mark Zuckerberg has contacted him to arrange a new meeting after the soci…, treasurer   says   boss mark zuckerberg has contacted him to arrange a new meeting after the soci ,0.13636363636363635,0.45454545454545453,positive,0.0,0.903,0.097,0.128
397,https://t.co/nddybfINk9, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
398,@DoHoBOB @GoldmanSachs I can work with this. My strategy is a 254-county one with focus on garbage military Facebook page moderators.,    i can work with this  my strategy is a 254 county one with focus on garbage military facebook page moderators ,-0.1,0.1,neutral,0.0,1.0,0.0,0.0
399,"RT @NickFeik: Pretty funny that Frydenberg thought his personal negotiations with Zuckerberg were going well, and then Facebook just turned…", pretty funny that frydenberg thought his personal negotiations with zuckerberg were going well  and then facebook just turned ,0.16666666666666666,0.7666666666666666,positive,0.0,0.647,0.353,0.802
400,Inicia carrera de Técnico Superior de Agua y Saniamiento. https://t.co/Pua0s3ZPjI,inicia carrera de t cnico superior de agua y saniamiento   ,0.7,0.9,positive,0.0,0.667,0.333,0.5423
401,povo deve ta achando q eu to curtindo e descurtindo os trem no facebook kkkkkkkk eu só to apanhando mesmo p reagir pelo not travando,povo deve ta achando q eu to curtindo e descurtindo os trem no facebook kkkkkkkk eu s  to apanhando mesmo p reagir pelo not travando,0.0,0.0,negative,0.099,0.901,0.0,-0.296
402,RT @kadZoOoo: https://t.co/RiL5GTabaG https://t.co/refGLxCZjV,    ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
404,"RT @jeff_dreams: Although, no Pardi, we are blessed to still be giving away $32K tonight to Black Founders via our Pitch Competiton! 

FB W…", although  no pardi  we are blessed to still be giving away  32k tonight to black founders via our pitch competiton    fb w ,-0.16666666666666666,0.43333333333333335,positive,0.083,0.679,0.238,0.6249
405,RT @mayaonline2002: ใส่เต็มแม็กซ์ตามที่สปอยล์ไว้เลยค่ะสำหรับเกสต์ของ #MewSuppasit ใน #MEWBDAYliveConcert 21ก.พ.นี้ที่มีแต่เด็ดๆทั้งนั้น ทาง…,                                                   mewsuppasit     mewbdayliveconcert 21                                 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
407,@ps_conway Please help a few indie authors by giving our authors page a LIKE. Links to our books are there. Thanks… https://t.co/KtlLLJc8ya,  conway please help a few indie authors by giving our authors page a like  links to our books are there  thanks   ,0.0,0.10000000000000002,positive,0.0,0.522,0.478,0.8957
409,Desinstalé Instagram y Facebook porque de verdad estoy mal en el colegio,desinstal  instagram y facebook porque de verdad estoy mal en el colegio,0.0,0.0,neutral,0.0,1.0,0.0,0.0
410,RT @TwixtEunIze: @il_LoVe_li พระก็คือสวดต่อ แบบหน้าที่ก็คือหน้าที่ แต่แม่ฟาดสุด 😂😂  https://t.co/kvESddcHKf,   love li                                                         ,0.5,0.6,positive,0.0,0.192,0.808,0.6369
411,"RT @MSuppasitIntl: | 𝗜𝗚 &amp; 𝗙𝗕 𝗨𝗣𝗗𝗔𝗧𝗘 |

IG &amp; FB: beams_thailand_official w/ @MSuppasit
02.18.2021

Please take your time to support by likin…",       amp               ig  amp  fb  beams thailand official w    02 18 2021  please take your time to support by likin ,0.0,0.0,positive,0.0,0.762,0.238,0.6124
412,"RT @MewSuppasit_KR: [ T-Pop Stage Top Chart Week2 ] 

생일주간이니만큼 투표와 스밍 놓치지맙시다💪🏻

☑️Spotify Streams 15%
📍https://t.co/GYPonH9Vqd

☑️YouTube S…",   t pop stage top chart week2                                 spotify streams 15        youtube s ,0.5,0.5,positive,0.0,0.816,0.184,0.2023
413,"que dirá el subdirector, y compañeros del trabajo de las babosadas que comparto por facebook, F",que dir  el subdirector  y compa eros del trabajo de las babosadas que comparto por facebook  f,0.0,0.0,neutral,0.0,1.0,0.0,0.0
414,https://t.co/m76ycPkYfL, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
416,"RT @MarkPlackett1: You do realize your whole value argument falls over if you don't sue #Facebook for damages? 
@acccgovau @NickRossTech 
#…", you do realize your whole value argument falls over if you don t sue  facebook for damages          ,0.2,0.4,negative,0.26,0.625,0.115,-0.4588
418,@realkrizos no but actually what even is this it looks like a boomer meme my mom would share on facebook-,  no but actually what even is this it looks like a boomer meme my mom would share on facebook ,0.0,0.1,positive,0.071,0.662,0.267,0.6652
419,RT @chaotic_sub: My toxic trait is that I actually kind of liked getting poked on Facebook, my toxic trait is that i actually kind of liked getting poked on facebook,0.6,0.8500000000000001,positive,0.0,0.827,0.173,0.3626
420,https://t.co/6AAK2y9h18 https://t.co/9RNiq1TqzU,   ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
421,"https://t.co/fde7QqWhbM
@ivanjoudry
Innalillahi wa inna illahi rajiun.
Telah berpulang Dubes Filipina Palau dan Kep… https://t.co/MnJhpLeoyD",    innalillahi wa inna illahi rajiun  telah berpulang dubes filipina palau dan kep   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
422,"RT @caratmom_1004: Today is the cut-off of Social Metric.  And we are doing great with mention, retweet, and Facebook.  Let's improve with…", today is the cut off of social metric   and we are doing great with mention  retweet  and facebook   let s improve with ,0.4166666666666667,0.4083333333333333,positive,0.077,0.664,0.258,0.7096
423,@abcnews @jason_kint Delete FACEBOOK,    kint delete facebook,0.0,0.0,neutral,0.0,1.0,0.0,0.0
424,RT @RAHS_News: The @RAHS_News Facebook account is currently being  blocked from sharing content alongside @abcnews and other Australian new…, the   news facebook account is currently being  blocked from sharing content alongside   and other australian new ,0.0028409090909090884,0.3073863636363636,positive,0.111,0.741,0.148,0.1779
426,https://t.co/QXxZWwPTqq, ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
427,「いいね！」してね！よろしくね！　https://t.co/rVUMsLWXm1,                  ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
428,"RT @ConSol_ONG: #LaVozDelReinoAnimal, sábado, 17hs, por https://t.co/ngYRlEbF2P 
¡Seguí a #ConcienciaSolidariaONG en @ConSol_ONG! https://t…",  lavozdelreinoanimal  s bado  17hs  por     segu  a  concienciasolidariaong en   ong   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
429,"RT @WORLDMUSICAWARD: Happy Birthday to #TREASURE's handsome and talented #SOJUNGHWAN! 👨‍🎤🎂🍾🎁🎉🎇 ☀️👑
#HappySOJUNGHWANDay @ygtreasuremaker 
ht…", happy birthday to  treasure s handsome and talented  sojunghwan                happysojunghwanday    ht ,0.6666666666666666,0.9666666666666667,positive,0.0,0.326,0.674,0.9081
